dataCrtYmd,stdgCtpvSggCd,stdgEmdCd,roadNmNo,udgdYn,bmno,bsno,mvmnSn,ctpvNm,sggNm,umdNm,roadNm,chgBfrStdgCtpvSggCd,chgBfrStdgEmdCd,chgBfrRoadNmNo,chgBfrUdgdYn,chgBfrBmno,chgBfrBsno,chgBfrCtpvNm,chgBfrSggNm,chgBfrUmdNm,chgBfrRoadNm,chgRsnCd,updtSeCd,chgRsn
20220720,28245,112,4265179,0,17,3,1,인천광역시,계양구,상야동,벌말로566번길,28245,112,4265179,0,17,0,인천광역시,계양구,상야동,벌말로566번길,35,C,민원-147794
20241122,28245,123,3000069,0,118,1,1,인천광역시,계양구,장기동,황어로,28245,123,3155034,0,33,1,인천광역시,계양구,장기동,장기로,34,U,주출입구 ?? 연결선 착오
20221011,28260,120,4268576,0,64,3,1,인천광역시,서구,왕길동,원당대로480번길,28260,120,4268576,0,64,2,인천광역시,서구,왕길동,원당대로480번길,35,C,
20221018,28720,360,4274172,0,228,57,1,인천광역시,옹진군,영흥면,영흥로525번길,28720,360,4274172,0,228,59,인천광역시,옹진군,영흥면,영흥로525번길,35,C,
20221018,28720,360,4274172,0,228,65,1,인천광역시,옹진군,영흥면,영흥로525번길,28720,360,4274172,0,228,59,인천광역시,옹진군,영흥면,영흥로525번길,35,C,
20221021,28237,104,3154046,0,40,0,1,인천광역시,부평구,청천동,원길로,28237,104,4262138,0,12,0,인천광역시,부평구,청천동,길주로494번길,35,C,토지분할에 따른 건물번호 변경신청
20221108,28177,102,4253084,0,239,9,1,인천광역시,미추홀구,용현동,경인북길,28177,102,4253084,0,239,5,인천광역시,미추홀구,용현동,경인북길,35,C,
20241108,28237,101,4262169,0,15,71,1,인천광역시,부평구,부평동,동수로52번길,28237,101,3154024,0,27,0,인천광역시,부평구,부평동,부남로,34,U,부평4구역 관련 도로구간 폐지
20241108,28237,101,4262169,0,15,73,1,인천광역시,부평구,부평동,동수로52번길,28237,101,3154024,0,29,0,인천광역시,부평구,부평동,부남로,34,U,부평4구역 관련 도로구간 폐지
20241108,28237,101,4262169,0,15,77,1,인천광역시,부평구,부평동,동수로52번길,28237,101,4262333,0,3,0,인천광역시,부평구,부평동,부남로24번길,34,U,부평4구역 관련 도로구간 폐지
20241107,28237,101,3154011,0,32,0,1,인천광역시,부평구,부평동,동수로,28237,101,4262334,0,13,0,인천광역시,부평구,부평동,부남로7번길,37,U,
20221212,28260,120,4268576,0,27,0,1,인천광역시,서구,왕길동,원당대로480번길,28260,120,4268576,0,25,0,인천광역시,서구,왕길동,원당대로480번길,35,C,
20230102,28260,112,4268506,0,16,7,1,인천광역시,서구,가좌동,열우물로282번길,28260,112,4268506,0,16,8,인천광역시,서구,가좌동,열우물로282번길,34,U,
20230104,28245,119,4265461,0,15,1,1,인천광역시,계양구,갈현동,학고개길,28245,119,4265461,0,13,0,인천광역시,계양구,갈현동,학고개길,35,C,
20230109,28260,113,4268998,0,72,0,1,인천광역시,서구,마전동,가현산로23번길,28260,113,4268998,0,74,0,인천광역시,서구,마전동,가현산로23번길,35,C,
20230113,28200,105,3153072,0,111,82,1,인천광역시,남동구,서창동,장아산로,28200,105,3153072,0,111,81,인천광역시,남동구,서창동,장아산로,34,U,
20230203,28710,380,4271440,0,48,17,1,인천광역시,강화군,양사면,생설미길,28710,380,4271443,0,10,0,인천광역시,강화군,양사면,생설미길62번길,34,U,
20230214,28140,107,4862332,0,14,0,1,인천광역시,동구,송림동,화도진로24번길,28140,107,4250076,0,15,0,인천광역시,동구,송림동,배송로53번길,34,U,도로구간 폐지
20230217,28720,370,3158033,0,155,3,1,인천광역시,옹진군,자월면,자월동로,28720,370,3158033,0,153,0,인천광역시,옹진군,자월면,자월동로,35,C,
20230217,28720,370,3158033,0,155,5,1,인천광역시,옹진군,자월면,자월동로,28720,370,3158033,0,153,0,인천광역시,옹진군,자월면,자월동로,35,C,
20230218,28710,250,4271220,0,14,14,1,인천광역시,강화군,강화읍,궁골길,28710,250,4271221,0,7,2,인천광역시,강화군,강화읍,궁골길10번길,34,U,주소편의(택배우편수령)
20230218,28710,250,4271220,0,14,16,1,인천광역시,강화군,강화읍,궁골길,28710,250,4271221,0,7,1,인천광역시,강화군,강화읍,궁골길10번길,34,U,주소편의(택배우편수령)
20230218,28710,250,4271220,0,14,18,1,인천광역시,강화군,강화읍,궁골길,28710,250,4271221,0,7,0,인천광역시,강화군,강화읍,궁골길10번길,34,U,주소편의(택배우편수령)
20230220,28260,119,3156022,0,216,7,1,인천광역시,서구,오류동,길무로,28260,119,3156022,0,216,0,인천광역시,서구,오류동,길무로,35,C,
20230303,28140,104,3150028,0,87,3,1,인천광역시,동구,화평동,화도진로,28140,104,3150028,0,85,1,인천광역시,동구,화평동,화도진로,37,U,
20230303,28710,340,4271285,0,78,51,1,인천광역시,강화군,화도면,덕포길,28710,340,4271287,0,45,2,인천광역시,강화군,화도면,덕포길56번길,34,U,"주소편의(택배, 우편수령)"
20230327,28260,108,3156002,0,393,0,1,인천광역시,서구,가정동,가남로,28260,108,4268620,0,3,1,인천광역시,서구,가정동,원창로240번길,35,C,
20230327,28260,108,3156002,0,393,1,1,인천광역시,서구,가정동,가남로,28260,108,4268620,0,3,1,인천광역시,서구,가정동,원창로240번길,35,C,
20230327,28260,108,3156002,0,395,0,1,인천광역시,서구,가정동,가남로,28260,108,4268620,0,3,1,인천광역시,서구,가정동,원창로240번길,35,C,
20230327,28260,108,3156002,0,395,1,1,인천광역시,서구,가정동,가남로,28260,108,4268620,0,3,1,인천광역시,서구,가정동,원창로240번길,35,C,
20230327,28260,108,3156002,0,395,2,1,인천광역시,서구,가정동,가남로,28260,108,4268620,0,3,1,인천광역시,서구,가정동,원창로240번길,35,C,
20241018,28710,250,4271005,0,9,3,1,인천광역시,강화군,강화읍,갑룡길117번길,28710,250,4271005,0,7,0,인천광역시,강화군,강화읍,갑룡길117번길,34,U,
20230403,28260,108,3156002,0,393,2,1,인천광역시,서구,가정동,가남로,28260,108,4268620,0,3,1,인천광역시,서구,가정동,원창로240번길,34,U,
20230417,28260,119,3156185,0,46,0,1,인천광역시,서구,오류동,도담로,28260,119,3156185,0,42,0,인천광역시,서구,오류동,도담로,35,C,
20230517,28237,102,3150035,0,425,0,1,인천광역시,부평구,십정동,방축로,28237,102,3150035,0,427,0,인천광역시,부평구,십정동,방축로,34,U,
20230517,28237,102,3150035,0,429,0,1,인천광역시,부평구,십정동,방축로,28237,102,3150035,0,431,0,인천광역시,부평구,십정동,방축로,34,U,
20230601,28177,102,4253155,0,36,0,1,인천광역시,미추홀구,용현동,독배로382번길,28177,102,4253155,0,38,0,인천광역시,미추홀구,용현동,독배로382번길,34,U,
20230601,28177,102,4253155,0,38,0,1,인천광역시,미추홀구,용현동,독배로382번길,28177,102,4253155,0,40,0,인천광역시,미추홀구,용현동,독배로382번길,34,U,
20230601,28177,102,4253155,0,40,0,1,인천광역시,미추홀구,용현동,독배로382번길,28177,102,4253155,0,36,0,인천광역시,미추홀구,용현동,독배로382번길,34,U,
20241007,28260,119,3156120,0,194,2,1,인천광역시,서구,오류동,정서진로,28260,119,3156120,0,194,1,인천광역시,서구,오류동,정서진로,35,C,
20230701,28140,102,3150026,0,43,2,1,인천광역시,동구,화수동,화도로,28140,102,3150026,0,43,4,인천광역시,동구,화수동,화도로,37,U,
20230701,28140,102,3150026,0,43,2,2,인천광역시,동구,화수동,화도로,28140,102,3150026,0,47,3,인천광역시,동구,화수동,화도로,37,U,
20230712,28110,150,3149032,0,298,1,1,인천광역시,중구,남북동,용유로,28110,150,4247037,0,15,0,인천광역시,중구,남북동,남북로84번길,34,U,건물 증축(신축)에 따른 주출입구 변경
20241001,28245,109,4265396,0,13,0,1,인천광역시,계양구,박촌동,장제로1017번길,28245,109,4265395,0,12,0,인천광역시,계양구,박촌동,장제로1009번길,34,U,
20230825,28200,101,3153076,0,35,0,1,인천광역시,남동구,구월동,정각로,28200,101,3153076,0,29,0,인천광역시,남동구,구월동,정각로,35,C,
20230901,28260,118,4268448,0,6,54,1,인천광역시,서구,금곡동,신동안길,28260,118,4268448,0,6,50,인천광역시,서구,금곡동,신동안길,37,U,
20230927,28185,105,3008020,0,183,1,1,인천광역시,연수구,동춘동,앵고개로,28185,105,3008020,0,183,0,인천광역시,연수구,동춘동,앵고개로,35,C,
20231005,28177,105,4253026,0,14,2,1,인천광역시,미추홀구,주안동,경원대로852번길,28177,105,4253026,0,14,0,인천광역시,미추홀구,주안동,경원대로852번길,35,C,현장조사 결과 건물 분할 존재
20231012,28200,101,2008004,0,625,0,1,인천광역시,남동구,구월동,인주대로,28200,101,2008004,0,627,0,인천광역시,남동구,구월동,인주대로,34,U,
20231021,28710,370,3157035,0,45,1,1,인천광역시,강화군,하점면,창후로,28710,370,3157035,0,45,0,인천광역시,강화군,하점면,창후로,34,U,주소편의
20231026,28110,138,3149043,0,33,0,1,인천광역시,중구,북성동1가,월미로,28110,118,2008001,0,353,0,인천광역시,중구,항동7가,서해대로,35,C,
20231109,28245,122,4265121,0,36,2,1,인천광역시,계양구,다남동,다남로143번길,28245,122,4265121,0,36,0,인천광역시,계양구,다남동,다남로143번길,35,C,
20231113,28260,117,3156194,0,213,0,1,인천광역시,서구,대곡동,대곡로,28260,117,3156194,0,211,0,인천광역시,서구,대곡동,대곡로,35,C,
20231122,28177,107,4253374,0,61,1,1,인천광역시,미추홀구,문학동,소성로282번길,28177,107,4253374,0,61,0,인천광역시,미추홀구,문학동,소성로282번길,35,C,
20231127,28260,119,4268119,0,18,2,1,인천광역시,서구,오류동,검단로188번길,28260,119,4268119,0,18,4,인천광역시,서구,오류동,검단로188번길,35,C,
20231128,28710,370,3157035,0,314,5,1,인천광역시,강화군,하점면,창후로,28710,370,3157035,0,315,0,인천광역시,강화군,하점면,창후로,37,U,
20231130,28237,101,3354220,0,40,0,1,인천광역시,부평구,부평동,남부체육센터로,28237,101,3154011,0,66,0,인천광역시,부평구,부평동,동수로,34,U,도로개설
20231218,28260,111,4268335,0,53,0,1,인천광역시,서구,원창동,북항로309번길,28260,111,4858496,0,12,0,인천광역시,서구,원창동,북항단지로102번길,34,U,
20240116,28177,105,4253591,0,20,0,1,인천광역시,미추홀구,주안동,인하로222번길,28177,105,4253591,0,34,0,인천광역시,미추홀구,주안동,인하로222번길,37,U,
20240125,28710,370,3157035,0,314,79,1,인천광역시,강화군,하점면,창후로,28710,370,3157035,0,314,83,인천광역시,강화군,하점면,창후로,35,C,진출입구 변경분할
20240902,28260,104,4268245,0,28,1,1,인천광역시,서구,경서동,도요지로190번길,28260,104,4268245,0,28,0,인천광역시,서구,경서동,도요지로190번길,35,C,
20240208,28237,104,4262473,0,10,0,1,인천광역시,부평구,청천동,산청로127번길,28237,104,4262473,0,12,5,인천광역시,부평구,청천동,산청로127번길,34,U,출입구 변경
20240215,28245,102,3155026,0,18,0,1,인천광역시,계양구,계산동,어사대로,28245,102,3155026,0,20,0,인천광역시,계양구,계산동,어사대로,35,C,건물군 분할
20240220,28245,101,4265213,0,9,0,1,인천광역시,계양구,효성동,봉오대로651번길,28245,103,3008032,0,172,0,인천광역시,계양구,작전동,새벌로,34,U,주 출입구 변경
20240220,28710,350,3157005,0,114,53,1,인천광역시,강화군,양도면,건평로,28710,350,3157005,0,114,55,인천광역시,강화군,양도면,건평로,35,C,
20240228,28177,103,4253458,0,14,0,1,인천광역시,미추홀구,학익동,아암대로253번길,28177,103,4253458,0,10,0,인천광역시,미추홀구,학익동,아암대로253번길,34,U,주출입구 위치에 따른 변경
20240312,28177,104,4253469,0,12,0,1,인천광역시,미추홀구,도화동,염전로143번길,28177,104,4253469,0,16,0,인천광역시,미추홀구,도화동,염전로143번길,35,C,각각의 건물 존재 확인으로 인한 건물 분할
20240827,28200,111,2008006,0,415,1,1,인천광역시,남동구,고잔동,청능대로,28200,111,2008006,0,415,0,인천광역시,남동구,고잔동,청능대로,35,C,
20240320,28237,103,4262501,0,3,0,1,인천광역시,부평구,산곡동,세월천로81번길,28237,103,4262219,0,26,0,인천광역시,부평구,산곡동,마곡로14번길,34,U,도로구간 변경으로 인한 도로명변경에 따른 도로명주소 변경
20240326,28237,106,3154001,0,17,0,1,인천광역시,부평구,갈산동,갈산로,28237,106,4262006,0,4,15,인천광역시,부평구,갈산동,갈산로9번길,34,U,
20240326,28237,106,4262006,0,4,15,1,인천광역시,부평구,갈산동,갈산로9번길,28237,106,4262006,0,4,16,인천광역시,부평구,갈산동,갈산로9번길,34,U,
20240326,28237,106,4262006,0,4,16,1,인천광역시,부평구,갈산동,갈산로9번길,28237,106,3154001,0,17,0,인천광역시,부평구,갈산동,갈산로,34,U,
20240327,28237,106,3154001,0,17,0,1,인천광역시,부평구,갈산동,갈산로,28237,106,4262006,0,4,16,인천광역시,부평구,갈산동,갈산로9번길,34,U,
20240327,28237,106,4262006,0,4,15,1,인천광역시,부평구,갈산동,갈산로9번길,28237,106,3154001,0,17,0,인천광역시,부평구,갈산동,갈산로,34,U,
20240327,28237,106,4262006,0,4,16,1,인천광역시,부평구,갈산동,갈산로9번길,28237,106,4262006,0,4,15,인천광역시,부평구,갈산동,갈산로9번길,34,U,
20240408,28260,112,2000013,0,190,1,1,인천광역시,서구,가좌동,봉수대로,28260,112,2000013,0,190,0,인천광역시,서구,가좌동,봉수대로,35,C,건축물대장 분리
20240408,28260,112,2000013,0,190,2,1,인천광역시,서구,가좌동,봉수대로,28260,112,2000013,0,190,0,인천광역시,서구,가좌동,봉수대로,35,C,건축물대장 분리
20240408,28260,112,2000013,0,190,3,1,인천광역시,서구,가좌동,봉수대로,28260,112,2000013,0,190,0,인천광역시,서구,가좌동,봉수대로,35,C,건축물대장 분리
